person_id,name,popularity,Recognizability,best_known_for_acting
2636695,Chris Scian,0.0071,1,True
1758711,Ava Augustin,0.1337,1,True
2237623,Beatrice Kitsos,0.3711,2,True
2237625,Marlon Kazadi,0.8531,4,True
1366865,Nicole Anthony,0.1176,1,True
1946466,Trent Redekop,0.1391,1,True
1359625,Amro Majzoub,0.0612,1,True
63796,Minh Phoenix Ly,0.1462,1,True
1884537,Hannah Drew,0.0828,1,True
1927029,Kristin York,0.0,1,True
118388,Victoria Cartagena,0.3919,2,True
1255388,Gary Carr,0.467,3,True
42375,Morocco Omari,0.2632,2,True
2177936,Chris Ghaffari,0.0889,1,True
1434794,Dale Pavinski,0.3491,2,True
2563541,Christian Isaiah,0.8332,4,True
1507684,Sarah Ellen Stephens,0.0789,1,True
1773830,Jamie Neumann,0.3561,2,True
224194,Laura Carmichael,0.9602,4,True
196544,Raquel Cassidy,0.7723,4,True
1216101,Kevin Doyle,0.6498,3,True
1396601,Michael Fox,0.4039,3,True
224193,Robert James-Collier,1.0671,4,True
127164,Phyllis Logan,1.3035,5,True
1186241,Daniel Millar,1.0043,4,True
6395,Eszter Balint,0.9476,4,True
2333697,Maya Delmont,0.0461,1,True
1684143,Taliyah Whitaker,0.9751,4,True
1293730,Kevin McCormick,0.1436,1,True
1417535,Sid O'Connell,0.0687,1,True
1368479,Hala Finley,0.6298,3,True
4068138,Ionie Olivia Nieves,0.1405,1,True
115222,Kelly Frye,0.3311,2,True
932158,Corina Calderon,0.2286,2,True
2809972,Sandy Avila,0.0938,1,True
3238977,Ruben Javier Caballero,0.0591,1,True
1885803,Ryan Ryusaki,0.2,2,True
1319802,Nikki Dixon,0.2305,2,True
3444018,Amie Donald,1.0774,4,True
2043430,Jenna Davis,0.7214,3,True
1071699,Brian Jordan Alvarez,0.3479,2,True
2089274,Jen Van Epps,0.5706,3,True
1023465,Stephane Garneau-Monten,0.1522,1,True
1237628,Lori Dungey,0.0867,1,True
3740423,Jack Cassidy,0.1327,1,True
1182667,Michael Saccente,0.2099,2,True
2533135,Samson Chan-Boon,0.0551,1,True
2984755,Kira Josephson,0.0836,1,True
1615759,Renee Lyons,0.3627,2,True
1300290,Millen Baird,0.1665,1,True
1211193,Chelsie Preston Crayford,1.1016,4,True
1712866,Francesca Hayward,0.1551,1,True
1452124,Jason Derulo,0.1933,7,True
1889926,Robert Fairchild,0.1976,2,True
2633629,Danny Collins,0.0577,1,True
2633975,Naoimh Morgan,0.1176,1,True
1114487,Hero Fiennes Tiffin,1.0201,5,True
2161745,Khadijha Red Thunder,0.9449,4,True
1224112,Samuel Larsen,0.3603,2,True
1685330,Inanna Sarkis,0.3254,2,True
2094603,Pia Mia,0.2153,3,True
1075049,Swen Temmel,0.2063,2,True
2495894,Sarah Jorge León,0.1166,1,True
2495896,Chris Kontopidis,0.0478,1,True
46773,Parisa Fitz-Henley,0.4143,3,True
2515698,Jeriya Benn,0.0286,1,True
1281967,Josh McConville,0.2256,2,True
2515696,Tane Williams-Accra,0.1714,1,True
1624816,Jameela Jamil,1.022,5,True
1542758,John Early,0.3158,2,True
1546022,Tom Reed,0.1852,2,True
1638603,Murat Seven,0.1602,1,True
1294465,Greg Kolpakchi,0.1685,1,True
1214787,Mark Arden,0.0984,1,True
1688381,Jack Brady,0.2098,2,True
4119385,Alex Batareanu,0.0552,1,True
1661465,Lizzo,0.4542,8,True
2152740,Mette,0.1307,1,True
1443712,Madeline Brewer,1.4352,5,True
1472754,Trace Lysette,0.2599,2,True
1269910,Wai Ching Ho,0.6422,3,True
2410319,Emma Batiz,0.0746,1,True
2476098,Marcy Richardson,0.0143,1,True
1855279,Stormi Maya,1.1027,4,True
4872540,Ava McCarthy,0.2098,2,True
2052200,Juliet Doherty,0.3126,2,True
4276302,Victoria Comte,0.1163,1,True
1326874,Sooyoung Choi,0.9949,4,True
1886168,Lyna Khoudri,0.9564,4,True
6554,Guillaume Gallienne,1.0548,4,True
121530,Grégoire Leprince-Ringuet,1.1175,4,True
2500348,Samuel Blenkin,2.7322,5,True
2220157,Samuel Leakey,0.2495,2,True
1196822,Jessica De Gouw,1.3265,5,True
140006,Donncha Crowley,0.1437,1,True
2863913,Jonathan Gunning,0.2545,2,True
2505813,Beatrix Perkins,0.4602,3,True
2220158,Abdul Alshareef,0.1533,1,True
2505812,Manuel Pombo,0.0143,1,True
2656395,Jonathan Delaney Tynan,0.1229,1,True
2863914,Melody Carrillo,0.0546,1,True
2863919,Darlene Garr,0.0214,1,True
2863920,Nessa Last,0.0214,1,True
1381186,Stephanie Hsu,0.8246,4,True
1071151,Tallie Medel,0.1537,1,True
1367122,Biff Wiff,0.3688,3,True
1375002,Sunita Mani,0.8599,4,True
2410189,Brian Le,0.3651,2,True
1068877,Andy Le,0.3569,2,True
3444951,Narayana Cabral,0.0409,1,True
41729,K Callan,0.491,3,True
1377686,Sarah Goldberg,0.6471,3,True
1423882,David Abeles,0.0756,1,True
1383349,Christina Jackson,0.228,2,True
3080602,Patrick Klein,0.0865,1,True
3174706,Crystal Swann,0.0669,1,True
3174707,Catherine Weidner,0.0658,1,True
2625849,Laura Austin,0.0538,1,True
2850421,Jacob Garrett White,0.0286,1,True
164149,Samantha Buck,0.2635,2,True
2686783,Amy Zubieta,0.0168,1,True
82807,Lydia Leonard,0.4607,3,True
36659,Boris Isaković,0.1641,1,True
1533579,Laura Evelyn,0.136,1,True
1770735,Calvin Demba,0.4439,3,True
1287076,Jade Anouka,0.3636,2,True
1731825,David So,0.115,1,True
1527746,Alexandre Chen,0.2518,2,True
3785895,Alyssa Abiera,0.0379,1,True
1629657,Simon Twu,1.6799,4,True
3158217,Aaron W Reed,0.3822,2,True
543523,Britne Oldford,0.3933,2,True
2128152,Camille Kostek,0.2959,3,True
1996565,Mark Lainer,0.0626,1,True
3158223,Mike Devine,0.112,1,True
1781529,Vernon Scott,0.0868,1,True
1945796,Anabel Graetz,0.0872,1,True
1910668,Misha Osherovich,0.2046,1,True
231241,Uriah Shelton,0.4777,4,True
1691808,Dana Drori,0.2123,4,True
1874951,Melissa Collazo,0.729,4,True
1503930,Brooke Jaye Taylor,0.2717,4,True
1938245,Zack Shires,0.0635,1,True
1950966,Magnus Diehl,0.0637,1,True
1663960,Kelly Lamor Wilson,0.2533,4,True
991958,Nicholas Stargel,0.1235,4,True
2861841,Emily Holder,0.0998,1,True
2688318,Bruce Cromer,0.0,1,True
1788751,Richard Hagerman,0.081,1,True
1296814,Abi Van Andel,0.0702,1,True
1374152,John Newberg,0.493,4,True
1177405,Barry Mulholland,0.0679,4,True
3988423,Maia Kealoha,2.3463,4,True
3025125,Sydney Agudong,1.944,4,True
4022587,Kaipo Dudoit,0.3502,1,True
1997286,Celia Kenney,0.1765,4,True
2738916,Brutus LaBenz,0.0592,1,True
1670808,Skyler Bible,0.0954,1,True
3516911,Judy Nguyen,0.077,1,True
2655218,Christian Yeung,0.1762,1,True
1291890,Jasmine Cephas Jones,0.236,7,True
2049531,Devon Diep,0.1174,1,True
2924475,Herlin Navarro,0.0591,1,True
4376370,James Milord,0.0071,1,True
1849970,Jose Guns Alves,0.5898,4,True
2029531,Michael Malvesti,0.1334,4,True
1784942,Patty O'Neil,0.0143,1,True
1800856,Adam Teper,0.0636,1,True
1368508,Oliver Rice,0.2474,4,True
173362,Joely Collins,1.3213,4,True
1451352,Natalie Moon,0.1654,4,True
2336132,Joanne Kimm,0.1629,1,True
137108,Johnny Flynn,1.0239,7,True
1475127,Gemma Whelan,0.7279,8,True
1121198,Amber Anderson,0.7363,4,True
1731959,Tanya Reynolds,0.7381,4,True
1646779,Angus Imrie,0.422,7,True
2586308,Letty Thomas,0.0973,1,True
2586312,Aidan White,0.0168,1,True
1244379,Esther Coles,1.3203,4,True
1125581,Chloe Pirrie,1.1782,7,True
3549226,Erdil Yaşaroğlu,0.0894,4,True
2606660,Sabrina Elba,0.062,1,True
1182880,Sarah Houbolt,1.1615,4,True
1734532,Seyithan Özdemir,1.2156,4,True
3553907,Aamito Lagum,0.165,1,True
1926537,Nicolas Mouawad,0.5612,4,True
1425008,Ece Yüksel,0.8659,4,True
2200413,Matteo Bocelli,0.0613,7,True
2781869,Oğulcan Arman Uslu,0.1424,1,True
3280454,Jack Braddy,0.0404,1,True
1246608,Zerrin Tekindor,0.9844,7,True
3549271,Anna Adams,0.0741,1,True
148899,George Shevtsov,1.2108,4,True
150030,David Collins,1.1558,4,True
2326151,Paul Mescal,1.3216,9,True
115737,Alexander Karim,0.3665,4,True
2672815,Yuval Gonen,0.3733,1,True
2538010,Emilie Hetland,0.0,1,True
1865000,Anthony Morris,0.195,1,True
2538012,Megan Tiernan,0.2032,1,True
3123653,Helena Browne,0.0261,1,True
26865,Brendan Conroy,0.2613,4,True
1452151,Atheena Frizzell,0.2068,4,True
229123,Sikandar Kher,0.2699,4,True
130990,Makrand Deshpande,0.3805,7,True
225163,Pitobash,0.1968,4,True
52768,Vipin Sharma,0.3804,4,True
85657,Ashwini Kalsekar,0.5544,7,True
1643582,Sobhita Dhulipala,0.3292,7,True
4606857,Jatin Malik,0.0453,1,True
4660485,Pehan Abdul,0.0143,1,True
4698036,Suhaimi,0.0143,1,True
4698038,Vijay Kumar,0.0261,1,True
221980,Nathan Stewart-Jarrett,0.6029,7,True
2393781,Kyle Kaminsky,0.0784,1,True
1563458,Brian King,0.259,4,True
2551727,Miriam Moss,0.0582,1,True
143714,Rebecca Spence,0.5875,4,True
2185770,Carl Clemons-Hopkins,0.2111,4,True
937989,Christiana Clark,0.1396,1,True
2759437,Michael Hargrove,0.118,1,True
2551734,Rodney L Jones III,0.1299,1,True
1946954,Ireon Roach,0.3358,1,True
3216265,Breanna Lind,0.0521,1,True
2551735,Heidi Grace Engerman,0.1408,1,True
2309757,Zhao Shuzhen,0.1051,4,True
2267887,X Mayo,0.3069,1,True
3585524,Hong Lu,0.3751,1,True
3585526,Hong Lin,0.0071,1,True
2309752,Diana Lin,0.2289,4,True
3585527,Yang Xuejian,0.0168,1,True
3232068,Becca Khalil,0.0143,1,True
2309910,Jiang Yongbo,0.0945,4,True
2309762,Han Chen,0.0,1,True
2309759,Aoi Mizuhara,0.0462,7,True
3269964,Li Xiang,0.0071,1,True
3585530,Hongli Liu,0.0143,1,True
2831565,Zhang Shimin,0.0143,1,True
3585545,Zhang Jing,0.0,1,True
1185997,Xolo Mariduena,1.2099,5,True
1622590,Bruna Marquezine,0.8473,4,True
2381442,Belissa Escobedo,0.3047,2,True
1333199,Jorge Jimenez,0.0393,1,True
1326614,Eyra Agüero Joubert,0.0721,1,True
2557495,Gabrielle Ortiz,0.0835,1,True
1618538,Chente Ydrach,0.078,1,True
64326,Modesto Lacen,0.1077,1,True
1614324,Esteban Ruiz,1.7703,6,True
1337,Tony Leung Chiu-wai,1.6138,6,True
2979464,Meng'er Zhang,0.2386,2,True
123701,Fala Chen,1.1047,5,True
3074780,Paul He,0.0214,1,True
3201062,Jayden Tianyi Zhang,0.1183,1,True
3218942,Elodie Fong,0.0814,1,True
3216792,Arnold Sun,0.0834,1,True
2422160,Kunal Dudheker,0.1366,1,True
199486,Elyse Levesque,0.6436,3,True
33343,John Ralston,0.321,2,True
1913111,Liam MacDonald,0.7079,3,True
1653094,Ethan Tavares,1.9387,6,True
2086212,Hanneke Talbot,0.3501,2,True
1918875,Celine Tsai,0.2151,1,True
2375820,Chase Churchill,0.0071,1,True
2521631,María Cecilia Botero,0.2466,2,True
1010157,Diane Guerrero,0.4363,2,True
2489411,Jessica Darrow,0.2402,2,True
1489764,Carolina Gaitán,0.5269,3,True
120557,Angie Cepeda,0.7013,3,True
1969888,Ravi Cabot-Conyers,0.1533,1,True
3150235,Mauro Castillo,0.0978,1,True
1761634,Rhenzy Feliz,0.5719,3,True
3150233,Adassa,0.0869,1,True
2362790,Maluma,0.6511,3,True
162381,Rose Portillo,0.3735,2,True
1472890,Juan Castano,0.3181,2,True
1546164,Sarah-Nicole Robles,0.3387,2,True
1658375,Andrew Koji,1.4728,6,True
1168128,Haruka Abe,0.3521,2,True
1042728,Úrsula Corberó,2.7485,8,True
1082509,Takehiro Hira,1.0341,5,True
1075864,Eri Ishida,0.6135,3,True
1517254,Steven Allerick,0.3413,2,True
1259515,Simon Chin,0.2241,2,True
3841,Samuel Finzi,0.1779,1,True
3075461,Shota Kakibata,0.0753,1,True
2382046,Nicholas Dohy,0.1895,1,True
1425404,Dean Muhtadi,0.6677,3,True
2621307,Kento Matsunami,1.5213,6,True
2195140,Ayo Edebiri,1.2324,5,True
2166356,Metro Boomin,1.0582,4,True
104617,David Michie,1.27,5,True
1647289,Mike Rianda,1.207,5,True
1539693,Harriet Dyer,0.409,2,True
1673717,Zara Michales,0.4103,2,True
1054567,Renee Lim,0.2397,2,True
2140965,Sam Smith,0.1362,1,True
2545940,Nick Kici,0.3244,2,True
2545941,Vivienne Greer,0.0667,1,True
2552329,Serag Mohammed,0.9386,4,True
1789788,Indya Moore,0.49,2,True
1364149,Jani Zhao,0.6518,3,True
4446224,Samuel Gosrani,0.0719,1,True
1268988,Grant Huggair,1.5359,6,True
1399166,Melanie Liburd,0.5858,3,True
62765,Rhea Seehorn,1.8066,6,True
119869,John Salley,0.18,1,True
1768009,Nicholas Verdi,1.3236,5,True
3480304,Kaitlyn Santa Juana,2.05,7,True
1482198,Owen Patrick Joyner,0.8845,4,True
1441215,Anna Lore,2.1289,7,True
62919,Alex Zahara,0.4562,2,True
45428,April Telek,0.9101,4,True
1376128,Andrew Tinpo Lee,0.9761,4,True
2051988,Brenna Llewellyn,0.7377,3,True
1512170,Natasha Burnett,0.2767,2,True
4444280,Jayden Oniah,0.0445,1,True
1433401,Megan Hui,1.0925,4,True
65344,Esai Morales,1.3421,5,True
1729881,Mariela Garriga,1.4499,6,True
2028037,Tramell Tillman,0.5608,3,True
2252989,Katy O'Brian,2.0801,7,True
47754,Rita Tushingham,0.5913,3,True
1672687,Michael Ajao,0.4848,2,True
1770527,Synnøve Karlsen,0.9183,4,True
69465,Pauline McLynn,0.4106,2,True
3289470,Aimée Cassettari,0.0404,1,True
1595250,Colin Mace,0.1856,1,True
2234003,Jessie Mei Li,1.0441,4,True
2575383,Kassius Nelson,0.2512,2,True
2692780,Rebecca Harrod,0.1503,1,True
3283865,Alan Mahon,0.0743,1,True
2193492,Connor Calland,0.068,1,True
78921,Dimple Kapadia,0.5505,3,True
2491916,Laurie Shepherd,0.0605,1,True
137489,Juhan Ulfsak,0.1398,1,True
79759,Rain Tolk,1.3679,1,True
1980651,Finn Little,1.6036,1,True
1935340,Medina Senghore,0.316,1,True
202660,Laura Niemi,0.3219,1,True
78883,Marina de Tavira,0.1931,1,True
1375499,Mojean Aria,0.2864,1,True
1990795,Javier Molina,0.1139,1,True
1693037,Norio Nishimura,0.0474,1,True
3209405,Roxton Garcia,0.0571,1,True
3125907,Giovannie Cruz,0.2034,1,True
61705,Woon Young Park,0.2154,1,True
1225043,Sian Webber,0.5757,1,True
1966036,Michelle Greenidge,0.278,1,True
3255760,Rob Bowen,0.0352,1,True
2464328,Little Simz,0.2614,7,True
2448692,Jack Bandeira,0.3097,1,True
3225965,Olumide Olorunfemi,0.0958,1,True
1656966,Scroobius Pip,0.4133,1,True
1683344,Amrou Al-Kadhi,0.0781,1,True
1756490,Helena Zengel,0.4468,8,True
1175743,Michael Angelo Covino,0.4723,7,True
1602747,Gabriel Ebert,0.1994,1,True
136295,Neil Sandilands,0.6629,6,True
149724,Winsome Brown,0.3179,1,True
1371849,Stafford Douglas,0.2912,1,True
1357514,Michelle Campbell,0.2485,1,True
3455931,Truman Hanks,9.9218,9,True
2241214,Linda May,0.1685,1,True
2776341,Swankie,0.1657,1,True
2786070,Gay DeForest,0.0281,1,True
2786072,Patricia Grier,0.0404,1,True
2786074,Angela Reyes,0.0338,1,True
2786076,Carl R. Hughes,0.0286,1,True
2786077,Douglas G. Soul,0.0143,1,True
2786078,Ryan Aquino,0.0143,1,True
2786080,Teresa Buchanan,0.0071,1,True
2786081,Karie Lynn McDermott Wilder,0.0362,1,True
2786082,Brandy Wilber,0.0071,1,True
2786084,Makenzie Etcheverry,0.0143,1,True
2724256,Bob Wells,0.0922,1,True
2786086,Annette Webb,0.0143,1,True
1298360,Laverne Cox,0.7117,9,True
60960,Ray Nicholson,1.0753,1,True
1299273,Timothy E. Goodwin,0.739,1,True
1592584,Brian Hull,0.3317,1,True
1443795,Brad Abrell,0.0802,1,True
2827430,Tyler Blevins,0.257,1,True
2487639,Zoe Berri,0.1027,1,True
2597712,Asher Bishop,0.2134,1,True
208782,Holland Roden,0.789,8,True
1263515,Thomas Cocquerel,0.5351,1,True
1498616,Carlito Olivero,0.1741,1,True
1668783,Wayne Harrison,0.0482,1,True
3024089,Scott Coker,0.0466,1,True
1067459,Nathan Parsons,0.4344,6,True
108558,Shania Twain,0.5606,10,False
2443123,Reuben Dodd,0.495,1,True
1440058,Nicolas Bechtel,0.4842,1,True
1265329,Tanya Christiansen,0.1501,1,True
169396,Cameron Arnett,0.7979,6,True
1371456,Abigail Cowen,1.3532,8,True
2702031,Rushi Birudala,0.0327,1,True
229085,Mike McGill,0.1102,1,True
2443137,Sahjanan Nasser,0.0453,1,True
1696017,Darby Camp,1.8008,8,True
1491582,Melanie Chandra,0.2751,1,True
1674734,Jordan Bolger,0.3607,1,True
1600085,Patsy Ferran,0.7602,8,True
1320508,Joey Wells,0.2357,5,True
576229,Na'im Lynn,0.0844,1,True
1108643,William Horton,0.0773,1,True
1922248,Jasmine Mathews,0.8572,7,True
1336796,Mike Mitchell,0.3155,1,True
3072032,Jared Shaw,1.3543,7,True
2273501,Alexis Louder,0.3855,1,True
2008015,Rose Bianco,0.2332,1,True
1422210,Alan Trong,0.0838,1,True
1182525,Nicola Correia Damude,0.6209,6,True
1025464,Devere Rogers,0.4118,5,True
1123417,Vieslav Krystyan,0.1737,1,True
2434764,Basel Daoud,0.0798,1,True
1940028,Ali Hassan,0.162,1,True
2197993,Olivia Dépatie,0.0379,1,True
1865105,Keller Viaene,0.1311,1,True
1860387,Laura Cilevitz,0.5509,1,True
171726,Darrin Baker,0.3393,1,True
207389,Rob Yang,0.6383,6,True
80415,Judith Light,0.6835,9,True
1376148,Mark St. Cyr,0.1146,1,True
69483,Christina Brucato,0.426,5,True
1102260,Lara Jean Chorostecki,0.4611,6,True
1216004,Jordan Calloway,0.4861,6,True
546850,Dillon Lane,0.3761,1,True
3132,Lana McKissack,0.4683,5,True
154217,Louisa Abernathy,0.342,5,True
2003355,Jonny Berryman,0.1717,1,True
1555597,Cornell Adams,0.0487,1,True
33191,Ayesha Dharker,0.2762,6,True
3019221,Roman Zeller,0.0865,1,True
2098451,Willow Beuoy,0.7208,6,True
138770,Cassidy Freeman,0.8936,3,True
108696,Susie Abromeit,0.7264,1,True
1140241,Will Brittain,0.5695,1,True
1508046,Gregory Zaragoza,0.2504,1,True
1530555,Brett Edwards,0.18,1,True
2747860,Gary Nohealii,0.0554,1,True
1685356,Isabel Arraiza,0.4063,1,True
1382755,John Harlan Kim,0.667,1,True
1476037,Maya Kazan,0.2919,2,True
82136,Richard Zeppieri,0.3314,1,True
1694260,Patrick McManus,0.0648,1,True
1590230,Edie Inksetter,0.2558,1,True
131546,Thomas Mitchell,0.1515,4,True
2725451,Trevor Gretzky,0.4778,3,True
2581380,Chris Ramsay,0.0679,4,True
76101,Dylan Roberts,0.157,1,True
2663771,Ali Johnson,0.1321,1,True
1411181,Brian Cook,1.1583,1,True
2337629,Rina Sawayama,0.3115,5,True
3779452,Aimée Kwan,0.0977,1,True
118370,Marko Zaror,0.6395,3,True
570010,George Georgiou,0.2141,1,True
2422484,Yoshinori Tashiro,0.1071,1,True
1327564,Andrej Kaminsky,3.0253,1,True
2798462,Iman Vellani,0.5965,6,True
1347525,Park Seo-jun,0.8744,7,True
1014905,Mohan Kapur,0.5771,1,True
2889306,Saagar Shaikh,0.2451,1,True
2044882,Leila Farzad,0.3226,1,True
1131724,Daniel Ings,0.907,1,True
2197138,Alex Hughes,0.0571,1,True
1416383,Jim Cummings,0.1854,5,True
209087,Scott MacArthur,1.1143,1,True
3274599,Ross Bacon,0.0143,1,True
3274610,Christian Michael Pates,1.3665,1,True
85144,Candice King,1.0475,6,True
20960,Rob Estes,0.5376,1,True
2387938,Max Ragone,0.0822,1,True
2387367,John Jackson Hunter,0.1032,1,True
1428423,Jon W. Sparks,2.3505,1,True
3704264,Sinclair Daniel,0.1974,1,True
1919708,Juliana Davies,0.4742,1,True
3651651,Peter Dager,0.2406,1,True
4150262,Justin Sturgis,0.0168,1,True
118076,David Call,0.5288,1,True
2791027,Stephen Gray,0.0398,1,True
2214765,Demi Singleton,0.2511,1,True
2988968,Mikayla LaShae Bartholomew,0.1308,1,True
113734,Erin Cummings,1.0293,1,True
85824,Katrina Begin,0.7305,1,True
1299192,Craig Tate,0.4157,1,True
3280234,Calvin Clausell Jr.,0.0404,1,True
2343267,Micah Abbey,0.119,1,True
3127719,Shamon Brown Jr.,0.5071,1,True
1696351,Nicolas Cantu,0.6587,1,True
1971031,Natasia Demetriou,0.416,5,True
94876,Helen Thomson,0.4564,1,True
971937,Gary Clark Jr.,0.1527,6,True
2546312,Yola,0.0718,4,True
1186660,Natasha Bassett,0.7095,1,True
3430988,Adam Dunn,0.5083,1,True
1457509,Charles Allen,2.7623,1,True
2765459,Thomas Larkin,1.3273,1,True
113332,Aleksey Serebryakov,0.6017,4,True
63814,Billy MacLellan,0.2666,1,True
1959472,Araya Mengesha,0.2206,1,True
2593447,Paisley Cadorath,3.5553,1,True
1337737,Aleksandr Pal,0.7831,3,True
1847915,Humberly González,1.0413,1,True
1793734,Edsson Morales,0.1536,1,True
1780955,Adrian McLean,0.2609,1,True
2426922,Margaryta Soldatova,1.8772,1,True
2511594,Megan Best,1.4161,1,True
54216,Stephen Eric McIntyre,1.0783,1,True
1057068,Han Yeri,0.4582,1,True
1080935,Youn Yuh-jung,0.504,8,True
2476742,Alan Kim,0.2472,1,True
2476741,Noel Kate Cho,0.073,1,True
2527851,Esther Moon,0.8679,1,True
1486237,Ben Hall,0.0928,1,True
126199,Eric Starkey,0.1018,1,True
2736439,Jacob Wade,0.0311,1,True
1949439,James Carroll,0.0327,1,True
1500802,Jenny Phagan,0.0726,1,True
147085,Tina Parker,0.525,1,True
2341889,Chloe Lee,0.132,1,True
2924664,Joel Telford,0.0336,1,True
1977759,Melissanthi Mahut,1.216,1,True
1503556,Whoopie van Raam,0.2563,1,True
1600494,Kiran Sonia Sawar,0.3351,1,True
2583691,Felix Mayr,0.2524,1,True
548608,Guo Tao,0.5809,4,True
1844395,Dai Lele,0.5622,1,True
1828107,Ivy Tsui,0.2892,1,True
1413390,Diego Calva,0.2863,6,True
932143,J.C. Currais,0.0822,1,True
21401,Marcos A. Ferraez,0.7402,1,True
117569,Shane Powers,0.1083,1,True
145247,Phoebe Tonkin,1.2855,6,True
1409953,Troy Metcalf,0.1047,1,True
1682377,Hansford Prince,0.1338,1,True
1517453,Telvin Griffin,0.4035,1,True
1216081,Albert Hammond Jr.,0.0598,7,True
151356,Jennifer Grant,1.0492,7,True
3430524,Khalil Middleton,0.048,1,True
2126621,Kat Cunning,0.222,4,True
2006019,Diego Lucano,0.0261,1,True
3423822,Connor Noon,0.1332,1,True
1971197,Ryan Foust,0.0732,1,True
3650520,Léah Jiménez Zelaya,0.0071,1,True
3407707,Tristan-Lee Edwards,0.0214,1,True
1910683,Carly Rees,0.058,1,True
1229578,Brooke Satchwell,2.055,7,True
214556,Indiana Evans,1.078,7,True
3101528,Lilou Siauvaud,0.166,4,True
20532,Moussa Maaskri,0.295,4,True
19370,Anne Le Ny,0.5444,7,True
2024090,Idir Azougli,0.309,4,True
500341,Naidra Ayadi,0.1793,4,True
1174340,Gilbert Traïna,0.0648,1,True
1666261,Pierre Piacentino,0.0071,1,True
3585954,Hamza Baggour,0.0071,1,True
1494014,Jean-Marc Michelangeli,0.0495,1,True
3211876,Nassiriat Mohamed,0.0362,1,True
2227718,Mahia Zrouki,0.0618,1,True
2461073,Chase W. Dillon,0.4047,4,True
1763912,J.R. Adduci,0.493,4,True
2043169,Creek Wilson,0.1823,4,True
1945262,Ben Bladon,0.0768,1,True
1199824,Lindsay Lamb,0.1808,4,True
1411598,Charity Jordan,0.1125,4,True
1939684,Fedor Steer,0.1395,4,True
171896,Mike Benitez,0.175,4,True
21619,Marilu Henner,1.074,8,True
1196041,Rohan Campbell,0.6277,4,True
3740402,Destiny Mone,0.0407,1,True
3740404,Joey Harris,0.1803,1,True
3740408,Marteen,0.0336,1,True
59846,Joanne Baron,0.2098,4,True
2053001,Rick Moose,0.0261,1,True
3408430,Michele Dawson,0.0662,1,True
1679488,Keraun Harris,0.225,1,True
106797,Michael O'Leary,0.0725,4,True
65447,Sarah Niles,1.4608,7,True
5542969,Ada Scott,0.0429,1,True
5568722,Maisie Shakman,0.0286,1,True
1510974,Tallulah Haddon,0.2401,4,True
3655395,Aurélien Lorgnier,0.0286,1,True
1254882,Bryony Hannah,0.411,7,True
1588307,Thomas Silberstein,0.0936,4,True
1346437,Adam Goodwin,0.0995,4,True
17781,Stephen Brennan,1.3193,4,True
2754753,Sydney Chandler,3.6088,7,True
1822025,Asif Ali,0.4088,7,True
2190083,Ari'el Stachel,0.1869,4,True
206311,Steve Berg,0.6221,4,True
3720511,Daisy Sudeikis,0.0286,1,True
2460332,Marcello Julian Reyes,0.0621,1,True
593202,Maddie Hasson,1.0207,7,True
1622199,George Young,0.254,4,True
536271,Michole Briana White,0.6457,7,True
62547,Susanna Thompson,1.1255,8,True
154608,Amir Aboulela,0.2351,4,True
144975,Mercedes Colon,0.4862,4,True
1161711,Jon Lee Brody,1.1202,7,True
77912,Andrew Lewis Caldwell,0.3535,4,True
1726859,Toby Onwumere,1.4667,7,True
38773,Max Riemelt,0.599,7,True
124698,Joshua Grothe,0.2002,4,True
22541,Brian J. Smith,0.4339,7,True
970672,Eréndira Ibarra,0.458,7,True
1685880,Austin P. McKenzie,0.0812,4,True
1181328,Stephen Louis Grush,0.3557,4,True
555652,Lucy Faust,0.2353,4,True
1344365,Devyn A. Tyler,0.2218,4,True
550472,Samantha Beaulieu,0.7901,4,True
3376396,Aavi Haas,0.1238,1,True
2092052,Ryder McLaughlin,0.397,4,True
1387665,Luke Forbes,0.1645,4,True
3255984,Darren Keilan,0.2685,1,True
3304753,Eric Urbiztondo,0.0404,1,True
3116821,Darin Keith Martin,0.1466,1,True
3376382,Justin Louis Weiss,0.0496,1,True
1539711,Devin White,0.045,1,True
1517706,Luke Jones,0.1341,4,True
1855491,Skyler Joy,0.2274,4,True
2045023,Tory Freeth,0.0991,1,True
1459439,Patricia Isaac,0.317,4,True
2026050,Emmy Raver-Lampman,0.6451,8,True
227477,Nicole LaLiberte,0.5412,7,True
2189049,Joy Sunday,1.762,7,True
1576058,Lilly Singh,0.4701,9,True
85294,Barbara Goodson,0.2735,7,True
41129,Dina Morrone,0.3594,4,True
972294,Michael Godere,0.4135,4,True
969316,Ben Aldridge,0.3382,7,True
1473432,Abby Quinn,0.389,7,True
3645646,Kristen Cui,0.1423,1,True
1816366,McKenna Kerrigan,0.2316,4,True
944574,Ian Merrill Peakes,0.0865,4,True
3933126,Denise Nakano,0.0143,1,True
2977776,Rose Luardo,0.0357,1,True
1343847,Billy Vargus,0.119,1,True
2138636,Satomi Hofmann,0.0461,1,True
4219900,Kevin Leung,0.0168,1,True
3078311,Lee Avant,0.064,1,True
3095904,Odera Adimorah,0.0214,1,True
1763709,Aaron Pierre,1.8788,8,True
2380384,Alexa Swinton,0.7148,1,True
1274513,Francesca Eastwood,0.7554,8,True
2018724,Margaux Da Silva,1.1574,7,True
